episode,title,summary,song_recommendation
EP206,靠實力停車,"捍衛任務 電影
何ㄟ終於用 懂 一字來當回覆
建議徐巧芯違停車子 用懂一字回覆就不會燒起來了
最近家倫才買switch  跟偉偉交換動森ID
警察銷單 家倫曾經申訴亂開單銷單成功
加油站打工遇到貼議員停車證
僑出摩托車車位 槓桿原理
脛骨擊碎裝置 機車飛旋踏板
很多孩子都走了 開始有內容農場轉貼文章 
寶寶員工牙齒去塗氟
推薦烏烏醫師的頻道 ep.27 小孩確診怎麼辦
棕梠樹 棕格數 這款中文系",
EP207,啵！！,"（何有一件內褲不管怎麼洗都有洨味，帶到夢遺話題，然後開聊春夢，「波」是他在夢裡把屌拆卸式拆下來抽插金髮女郎的聲音。）開頭業配學多米多羅
何 最近有很多內褲 原本只有四五條輪著用 現在有八條
倫有六到十條左右  誠有五條左右
會積個三天一起洗一洗 但是不管怎麼洗 有一條會有洨味 而且很濃
誠說就是會有一件有臭味
倫解答為什麼T恤會臭：汗臭是一回事 因為T恤卡很多人身上的蛋白質細菌 要用某一種洗衣精才可以洗掉 有在賣沒有很難買
何說是因為洗衣機洗不乾淨 就那件有 單純就是洗不乾淨
倫說，這是大人的技巧：用解決問題來推卸責任
最近很敏感 覺得女友在攻擊他 他覺得一直有臭味是惡靈纏身
何說上一次遇到這個問題 是何媽會幫忙洗衣服 有一天何媽語重心長跟何說：要早點睡 不要太縱慾 你那個內褲……
何覺得自己家這樣算是開明嗎？何媽認真的程度沒有惱羞的空間 像是衛教
誠要何辯解看看 何說就是自己個人衛生沒做好 不想承認而已 但不知道是無辜的

何在學校夢遺過 誠問：你有夢到我嗎？倫問：誠你是不是想搶位置？
補充：最近去關山
何夢到：啵
倫：至今都還沒有夢遺過
倫：夢遺的感覺是什麼啊？
誠：我很少夢遺 但醒來第一件事是希望可以再夢遺 把打手槍還爽 你自己靈魂的做愛 不會有任何壓力（可能神格化了）
倫：怎麼知道自己夢遺
何：不只是濕濕的 是一蹋糊塗！
誠：會傷身體吧
倫心生嚮往
何：要出來的時候會知道這一下去跟尿床沒兩樣
誠：我們超像國中生的
誠：我以前聽說一個偏方 一直不打手槍就會夢遺
何：我稱為膛炸 高中大學都有夢遺過

倫：朋友好像的春夢 正要跟女明星親熱 首正要伸進去衣服裡 結果就電影剪接蒙太奇 下一幕就躺床上結束了 幹！中間呢？

開始講夢：
在深山裡面 德軍時期他要叛變 投奔美軍的懷抱 來到英國維多利亞車站
車站裡面有個典雅的噴水池 看到一個金髮碧眼的女子 穿了一件大衣 站著打開全裸 金髮美女呈現大字型 說上吧
何的視線跟美女平行　他的雞雞是球形關節　拿著在她的私密處前進後退
要城幫他解夢　城覺得跟有關係　因為何不滿意雞雞 希望可以更換
覺得自己怎麼那麼大啊
想說美女在水裡不會太濕嗎？
倫想像是純白的哈利波特車站",
EP208,有說謝謝嗎,"家倫搬出去住之後發現 不用那麼常去買洗髮乳了 
老葉會請別人吃東西 幫何出錢 壓歲錢很多 不用被爸媽收走
家倫早期壓歲錢都是全部被徵招 媽媽收走拿去存 但大學畢業之後那些錢都不見了
何ㄟ名言 「夏天吃火鍋 越吃人越多 冬天吃冰棒 越吃人越棒」看偶像劇 我的秘密花園 學到的
老葉會把請客的金額都記下來，從國中認識何到現在，包括10塊麥香。
「也沒說謝謝啊」
送iphone
跟買晚餐很痛苦 都會當成在逛街
家倫喜歡逛五金行 可以知道改善生活的產品",
EP209,"減肥請找我 ft. 火鳥
","網路遊戲選角 都玩遊戲了當然選女角
開頭學神奇寶貝 逆襲逆襲 叫
胖達人 減肥哲學家
還是敢說一週二更 
學多米多羅說再見
手搖哲學家 全冰 趁融化之前喝完就不會有稀釋的問題
鼓勵你跨出舒適圈的人 是舒適圈不夠舒適",
EP210,上班不要秋,"人體捕蚊燈 家倫
侏羅紀公園新電影 有史以來看過最多文章討論其實蠻好看的
如果有時間 就看兩次捍衛戰士
何三刷捍衛戰士 帶爸媽去看
妥瑞氏症小孩看電影事件
鋼鐵人三 大概是史上最爛 雷神索爾二差不多爛
希望電影院有家庭客廳版 可以吵的場次
行政中立 北市府公務人員用公務電腦表態自己的政治傾向
定義什麼是羞辱
逞誠可能當過 版版主
家倫是肉搜高手
與人為善都是為了自己
秋風夜雨 live版",
EP211,生日快樂～就在今天～你的生日～如此特別～,"肚子很涼 吃太多苦瓜
騎車撞到小鳥 麻雀
何家有玩具 迴轉壽司 開飲機
要贏在起跑點 就在抓周的產品
租玩具
共享蛋糕
即興唱 生日快樂歌 ",
EP212,"自畫像習作
","南美館被保守人士出征
耶穌跟木乃伊一樣會復活
美術館是銅板價約會勝地
一般人看藝術品的方法：感覺聯想
地獄畫像 美術館是多元性而非正能量
愛爾蘭畫家 法蘭西斯培根 負能量
逞誠：捍衛戰士我不算推 當成爽片不要當寫實片
博偉君講沉默之丘 是教文化產物不會被出征 家倫喜歡其抑鬱的氛圍
抽象畫不是亂畫 藝術提供各種情緒的體驗
大衛林區電影 《雙峰鎮》  何ㄟ不會想看穆何蘭大道第二遍
柯恩兄弟 《險路勿近》 殺手超瘋超恐怖",
EP213,跟各位報告一下,"何回診檢查肝比捐肝前還大 因為太胖了
極真空手道會互揍 練膽試
滑板的歧視鏈 鄙視直排輪
現在聽老歌很酷 但當時聽不酷
金曲獎 羅時豐坐膠囊下來很酷 斯斯感冒膠囊 伴舞穿乳牛裝 
黃宣紅毯主持 很厲害 搭檔的陳明珠很厲害",
EP214,只限老友,"倪匡 遊戲王作者過世
日本前首相 安倍晉三 遭槍擊過世  懷疑中國網友 是一定要這樣講話 才可以使用vpn 講一些不厚道的話

黑特最怕空氣突然安靜 不理他   
Diss 熱狗影片  出自影片製作人 sun  宋岳庭罵過熱狗！謝帝罵過熱狗｜到底多少人罵過他？！（上）

網路重度使用者 如果你想戰的人  找不到就找邱威傑 這是個跨黨派的事情 

原本想要用倪匡水整集 兒子的太太是周慧敏 
訃聞內容有 蒙C寵招  小說「頭髮」科幻皮道德骨
節目秘辛  原本以為何 沒看什麼倪匡
 
周杰倫新歌 原來家倫是杰倫黑 八度空間就脫粉",
EP215,你有international perspective ㄇ? ft.葉耀元教授現為美國聖湯瑪斯大學國際研究講座教授、國際研究與當代語言學系系主任、政治系系主任、外交與戰略事務碩士學程主任、台灣與東亞研究計畫主任、與聖湯瑪斯大學與文藻外語大學華語中心主任,"葉教授 
很會考試
制度下的受惠者",
EP216,使用率百分百,"倫大學機車看起來很像報廢車 又稱火燒車
用到很小的肥皂
家倫吃東西吃很乾淨回
吃東西吃很乾淨的樂趣 
倫爸真的要買東西會直接衝頂",
EP217,會改啦真的會改啦,李毅誠詮釋如何與老婆溝通爭取褲子可以累積不洗，屎垢可以偶爾不清,
EP218,麻煩各地回報即時氣溫,"樂天工商-你五百我五百
有人折扣碼18人用，倫起貪念想買PS5
夏天吃火鍋，越吃人越多，是貪圖火鍋還是冷氣?
逞誠彰化高中時期沒有冷氣，都拆窗戶
周渝民演的好，趙又廷好生氣
賽門做一集痞子英雄有沒有流量?
痞子英雄
家倫有寫完五萬字的一個故事 自認為是大便作科幻小說 類似星際牛仔 參考一個影集 Firefly 主角設定模板是選伍佰
 大學老師建議 先當半調子的導演再去做舞台設計
逞誠有在腦袋寫過小說 超懶散律師  模板是日劇的 「真幌站前多田便利屋」
自閉症的律師 「非常律師禹英禑」
起承轉合 最重要的點在轉
寫小說小撇步
寫小說像一幅畫 家倫捧殺 小說天才 何ㄟ
如果知道別人 人生最不想被知道的秘密 應該會想殺掉那個人
何ㄟ沒有搞笑天分",
EP219,把握時間、掌握方向,"業配-蝦皮漫漫宅書節
逞誠學開車，第一堂課掌握方向盤
駕訓班的意義是教到設整個城市只有你在路上開車不會被開單
家倫一日系列鍵盤學開車、學手排
逞誠老婆問北邊是哪邊事件
逞誠討厭報路報錯會碎念
老鄧按喇叭十年樹木百年樹人
朱陳環島騎擋車騎到睡著
對開車會有憧憬是因為想要有自己的空間，開車後想放的歌是R4（r4 ridge racer type 4）賽車遊戲
考駕照為了載女友結果上駕訓班的時候剛好分手（敝帚自珍那位），大雨中邊練開車邊在車裡大哭
何爸離家出走都躲在車上
逞誠家車的故事
誠、何、阿潘、陳藝堂瑋瑋開車去彰化拍便當店宣傳照，阿潘宿醉開車路怒症
倫爸開車被公車夾擊，倫印象中唯一一次看到倫爸開車生氣
逞誠女兒啵一個、女兒要什麼都願意給他",
EP220,背後中劍，是劍士之恥,"誰不會講別人壞話 安西教練
神劍闖江湖 真人版武打戲很好
講人家壞話是不想當面傷害人
呱吉很會建議
手語舞
誠國中笑校長大鼻孔 被罰站",
EP221,何錯之有,"美國國務卿裴洛西來台 看直播 還猜是左腳還右腳先踩到台灣土地

看人臉色應該是一種生活技能而不是生活態度",
EP222,熱線你和我 ft.Amy,,
EP223,抱著灰雞上飛機,"模仿的刻板印象 阿翰事件  因為學外籍配偶 新住民口音 備受爭議
看電影會學原文台詞  何想知道劇情當下情緒
倪匡 粵語不太好 香港人很在意粵語好不好",
EP224,你們誰英文好的舉手,"網路小何時期會跟主管吵架 因為學歷是少數大學的
大學只念同大學研究所 虧朋友洗學歷
問有誰懂專長 懂英文的被叫去代寫論文
會想讀碩士就是因為不想被A-Z確認一次
逞誠跟何ㄟ因為成績太爛有自知會被當掉，所以跟老師抱歉",
EP225,加一小時多少錢,"業配ASUS -鏡頭可以拍苜蓿芽?
放鳥之樂樂無窮-老闆斷片主動被放鳥
何A夢中的名人困擾：欸你是何A可以跟你拍照嗎?
+倫提出膠囊賓館構思
嘟嘟房旁邊開個督督房-用COSTCO的塑膠木屋
+倫ㄉ初體驗是怒幹-女友抱怨+倫都不想碰她 +倫不解 大吵 到MTV和談 踏出MTV女友暴怒again
*男性朋友保命妙招:Call 就對了 絕對不能低於五通
:幹您娘 不然現在 走啊! 要幹來幹!
by被剝奪初開房正常體驗的+倫
何A超愛中壢火車站附近的愛愛旅館 甚至有會員卡
第一次用盧的 板橋附近的旅館 車停超遠 逛很久 夏天穿帽踢
逞誠結婚後跟老婆在外開過4-5次房
在外愛愛是改善性生活&討論性愛 環境改變可以改善愛愛品質 激推
冬天泡溫泉 約會行程儀式感 脫離家庭的束縛感",
EP226,目前一生摯愛實境秀 ft.Psyman,,
EP227,明察秋毫,"演講櫻桃小丸子
偷看捏捏距離6公尺仍然會被發現😱
何ㄟ看TopGun逐格播畫面
何ㄟ檢查空戰爆炸碎片有沒有唬爛
誠誠逐格看神隱少女白龍消逝
天空之城逐格看發現有交代反派的離開
何ㄟ看神隱少女心得 神隱少女是個上班族的故事
一到公司就拜託你用我拜託
巨嬰就是董事長之子，整天只想爽
三顆頭就是公司老臣，整天暗地裡怎麼爽沒人知道",
EP228,請下車,"誠誠考汽車沒過
到底考幾次沒過可以被笑
一開始就壓線不算真的考到
筆試沒過笑一輩子
何A跟曾經想考地政士
何A從大一就開始讀地政士的書，誠誠跟香港室友都會笑怎麼讀這樣難的書那麼厲害
何A考前胸有成竹覺得會考得上（但通過率才6%）
何A一看考卷就想放棄但不能提前交卷
何A跟雙雙落榜
後來跟何A借錢再報名但最後NO SHOW
何A在當小何期間有想要考個保險證照O",
EP229,ep229m88 三歲定終身,,
EP230,克勤克儉在那,"三人輪流講台灣人還是很窮很落後的幹話
家倫表示家裡窮到花枝丸只能輪流含一下，最後才能切絲煮湯
家倫爺爺家小到誠誠不知道怎麼做愛，家倫爆料爺爺奶奶還分房睡真的不知道怎麼打砲
海產店點餐",
EP231,影分身之術錯了嗎,"何a分享(春)夢 跟女友住在小套房 多了一個女友的分身 兩個都有點想要 陷入兩難
誠假設性問題 如果年輕版的出現呢 誠老婆-這算外遇 是兩個不同人、奉勸各位時刻警惕在心 生活是跟主要的那個版本一起
有小孩的烤肉好解、玫瑰中國城 很大但沒有豪宅感、從南港騎goshare到新店 發現不在服務範圍",
EP232,誒怎麼偷買房,"想把自己家隔壁買下來打通
一直覬覦家倫的家產
挑戰直男行為研究社的一日約會挑戰結果八點的第一個行程是拉亞漢堡還一定要土城員林店因為是土城唯一評論破四字頭的
誠誠推薦把土城看守所變成特殊景點",
EP233,青春審查員,"任天堂是很獨裁的公司，不聽話的廠商會故意被排在和大遊戲一起發。
最近拍的MV，打一打見血，結果是痘痘破掉。這件事大學也發生過，朱宸打了的臉，手上都是血。
耳垂有痘痘（兩隻耳朵都有）。
誠：最痛的痘痘是鼻孔內的痘痘
倫：長痘痘最怪的地方是膝蓋和背
何：長痘痘最怪的地方是眉毛和眼皮
何家只有會長痘痘，弟妹甚至何爸的膚質都比他好。
國中還沒有覺得痘痘是困擾，高中開始覺得困擾。
也很少長痘痘。
痘痘常態是10顆。
何媽會幫用青春棒擠痘痘，倫媽是用手擠，也會擠粉刺。
誠爸幫擠過痘痘，爆淚。
誠稱青春棒為 擠痘痘的。
Dcard都會分享自己又大又肥的青春痘。
喜歡幫別人擠痘痘，因為自己又不會痛。
對何媽而言，他是最棒的農場。每天都可以生產。
何媽有時候技術不是很好，留下半顆加速發炎，變成超大痘痘。何媽就給水楊酸當大絕招，死馬當活馬醫，一用之後熱熱刺刺，隔天真的消了但是膚況變糟，變得硬硬的，皮膚陷下去了。但是何媽不認錯。
誠是拿水楊酸塗雞眼。
大學的時候有求偶需求，從0開始對付痘痘，研究怎麼洗臉，每一家洗面乳都試試看、痘痘膏都買來用，都是第一週有效，第二週失控蓋大樓、蓋商場
誠：的臉是蛋黃區
交女友後對護膚的需求大幅降低，爆痘還是願意跟你接吻，人生就已經滿足。
不太理它膚況就會趨於穩定，剛做便當的時候常駐量變低
誠：的臉如果是個部落，一定有酋長
有去看過醫生，皮膚科的感覺都很像去試藥
：不是什麼都跟內分泌失調有關係
誠：小時候受傷，腰常會痛。知道怎麼做可以好，但就是不去做
：結論，不要抹太多東西在臉上
本週除了無聊的學歷事件，還有原住民巴大雄的MV《可不可以放進去一下下就好》
：我平時會和我女友講這句話，放進去一下下就好、過過乾癮就好，十下就好（沒有要Finish，只是生活的情趣）
女友反問：這首歌算是性騷擾嗎？
誠：這不是我特別喜歡的笑點，比較像是心裡的話
如果傳給喜歡的女生，就很危險。男性要自己警惕，不要傳給別人說是在開玩笑
誠覺得作品本來就應該要有這個面向，大家都需要的幽默，不只是原住民或部落，不要亂貼標籤
誠：可以搜尋 每天來點布農語粉專　看一下它的意見
誠：現在才知道Alin的長相，因為不常去KTV
這個題材很危險，歌詞和MV要做得很好才會紅，是很認真的在搞笑",
EP234,你有聞過凌晨五點泰晤士河的味道嗎,"勃肯 鞋底穿很久會有黑金 髒髒的感覺
台北女子圖鑑
台北人與中南部人對於請客與算很清楚的看法
何A遠征英國倫敦
到倫敦要做的事有晨跑跟理髮 老倫敦人",
EP235,默默當個吉祥物,"小何中午在慢跑、到英國第一個感想:好多外國人
彰化吉祥物 多力多滋形狀 命名大賽、自來水園區的水悟空吉祥物 水勿空
故事太嚴肅就會安插一個有趣的角色/吉祥物
吉祥物話題會有流量是因為最近的選舉太無聊、核心價值、統獨話題
cyperpunk Ep66",cyperpunk片頭
